authorDisplayName,commentDatePublished,videoId,videoDatePublished,likeCount,replyCount,text,timeDifference,boolean,count of bot:,count of human:
@jeremyczerwinski4897,2025-04-04 18:05:33+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,1,0,Canadian beef is by far superior,70474,0,,
@jeremyczerwinski4897,2025-04-04 18:04:35+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,In order to maintain reserve currency you need to maintain the need for all other countries to hold your currency. You are watching the fall of the American dollar as reserve currency. He needs to play this game properly and carefully. Good luck but not looking too good. Basic econ 101 will teach you this. Obviously if you help other countries financially it helps maintain this status. Lmao has anyone read a basic economics book,70416,0,,
@nicholastube17,2025-04-04 18:03:40+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Lemme guess. What’s Tom Lee saying.,70361,0,,
@buster_brownie3921,2025-04-04 16:29:24+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,holy cow what a great time to buy!!!!,64705,0,,
@DanCooper404,2025-04-04 16:28:44+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,"I bought SCHD yesterday on the way down, more this morning, and I&#39;ll buy more again on Monday.",64665,0,,
@micirenea,2025-04-04 16:28:07+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Grew up in Europe and we all know that American food and products are full of poison. That&#39;s why nobody wants it and that&#39;s why the Americans health is so bad. We need to step up and build better products.,64628,0,,
@oneheadlight8000,2025-04-04 16:04:03+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Canada said they weren’t backing down and two weeks later they are negotiating 😂,63184,0,,
@AmeliaRichey10,2025-04-04 15:25:33+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,34,9,"I will forever be indebted to you Ms. Elizabeth Wesley. You changed my whole life, I will continue to preach your name for the world to hear. You saved me from huge financial debt with the little I had. Thank you Ms. Elizabeth Wesley.",60874,1,,
@JeremyCapriati,2025-04-04 15:32:04+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,I&#39;m surprised that you just mentioned Elizabeth Wesley here. I met this woman at a conference in 2021 and we have been working together ever since.,61265,1,,
@Patricia.Mary.McBain,2025-04-04 15:34:19+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,I am very happy that Ms. Elizabeth Wesley is mentioned here. A friend of my family recommended her to me when I was in Italy during the Corona crisis. She is amazing.,61400,1,,
@Mike-Fishburne,2025-04-04 15:34:56+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,How did you do that please? I am a beginner in investing. Can you guide me?,61437,1,,
@AmeliaRichey10,2025-04-04 15:36:15+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,"She&#39;s mostly on Telegrams, with the user name.",61516,1,,
@AmeliaRichey10,2025-04-04 15:36:27+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,"Wesley216 💯,, that&#39;s it..",61528,1,,
@DannyRodriguez158,2025-04-04 15:39:09+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,I&#39;m surprised you know her. I&#39;ve been making a lot of profits investing with her for a few months now.,61690,1,,
@SelinaWalken,2025-04-04 15:41:17+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Elizabeth Wesley strategy has normalised winning trades for me also. and it&#39;s a huge milestone for me looking back to how it all started,61818,1,,
@Mike-Fishburne,2025-04-04 15:45:12+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,This is really helpful for my situation. Thanks guys. I will try it. Let me know how good it is to start.,62053,1,,
@WhiteChristopher.23,2025-04-04 15:45:51+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,"I just withdrew my profits a week ago. To be honest, it was an incredible feeling when the profits arrived in my wallet. I wish I could reinvest but too many bills.",62092,1,,
@KelvinCostner-c7r,2025-04-04 15:08:38+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,2,17,"Trading has completely transformed my life. Unlike last year, when I just bought and held, I have been consistently pulling in good profits, I made $9,356 just today✊",59859,1,,
@Christian-e4t4n,2025-04-04 15:09:06+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,"Love that you have a unique perspective on here. I am a newbie and have been looking for a better approach. Please, how??🙏😢",59887,1,,
@KelvinCostner-c7r,2025-04-04 15:09:44+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Oh yeah!!!,59925,1,,
@KelvinCostner-c7r,2025-04-04 15:09:48+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,"Having a mentor is crucial for staying accountable. In my case, Jenny Adams has been guiding me for months, and I highly recommend her. I rely on her expertise. Honestly, I was initially hesitant to let someone take charge of growing my finances, but I&#39;m so glad I did.",59929,1,,
@KelvinCostner-c7r,2025-04-04 15:09:52+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,she&#39;s been very helpful in the struggle 💯,59933,1,,
@manjunathDegaon,2025-04-04 15:10:24+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Yeah I&#39;m witness to that man!,59965,1,,
@manjunathDegaon,2025-04-04 15:12:03+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Jenny Adams Holds the credit of being crucial about the mrkt and also a knowledgeable broker to be proud of&lt;,60064,1,,
@manjunathDegaon,2025-04-04 15:12:11+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,I left my $5k banking job last mnth to trade  in full-time after I cashed out $153k,60072,1,,
@manjunathDegaon,2025-04-04 15:12:21+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,So far everything is going well🚀🚀🚀,60082,1,,
@Christian-e4t4n,2025-04-04 15:12:56+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Oh wow sounds like I needa join that!,60117,1,,
@Christian-e4t4n,2025-04-04 15:13:04+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,How do I found her?,60125,1,,
@KelvinCostner-c7r,2025-04-04 15:13:28+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Oh yeah she interacts 0n watsap👎,60149,1,,
@KelvinCostner-c7r,2025-04-04 15:13:32+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,👇👇,60153,1,,
@KelvinCostner-c7r,2025-04-04 15:13:38+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,1850,60159,1,,
@KelvinCostner-c7r,2025-04-04 15:13:43+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,517,60164,1,,
@KelvinCostner-c7r,2025-04-04 15:13:48+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,5308,60169,1,,
@KelvinCostner-c7r,2025-04-04 15:13:55+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,"YouTube&#39;s got a thing with posting numbers, so I had to drop it that way. <br>Hope you understand?",60176,1,,
@Christian-e4t4n,2025-04-04 15:14:30+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,"OK thanks, I understand the  breakdown ❤",60211,1,,
@Iburn247,2025-04-04 14:39:12+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,New worst is today!,58093,0,,
@papishampoo2018,2025-04-04 14:20:19+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,1,0,tom lee a dumbassss said relief rally is coming,56960,0,,
@EricCrawford777,2025-04-04 14:06:55+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,1,0,"Brother, you need a comedy show. You have a talent.  Making me smile as the idiots are screwing everything up. GOD Bless You",56156,0,,
@cozmicmojo2181,2025-04-04 13:50:49+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,These alarmist stock channels preaching about how the stock market is over-reacting to tarriffs in alarm. This world is ridiculous..,55190,0,,
@LêĐìnhPhúcHưng,2025-04-04 13:32:25+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,1,Investors are quietly positioning themselves in Veronum. The payoff will be epic.,54086,0,,
@JudgeMatty,2025-04-04 13:58:08+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,1,0,Veronum? 💩,55629,0,,
@nguyenluantdfg4,2025-04-04 13:32:19+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Get in now or regret forever. Veronum presale is your chance at greatness.,54080,0,,
@nguyennhui1pxx,2025-04-04 13:32:08+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,"They laughed at Doge, Shiba, and now Veronum. Who’s laughing now?",54069,0,,
@SnarPhạmGiaKhang,2025-04-04 13:31:20+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Don&#39;t be the one explaining why you ignored Veronum.,54021,0,,
@tutinhgo8bt,2025-04-04 13:31:13+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Veronum holders about to go from basement traders to penthouse residents.,54014,0,,
@NguyễnThanhTùngHurri,2025-04-04 13:31:00+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Veronum moon mission countdown starts now. Don’t miss out!,54001,0,,
@OllyQuangHải,2025-04-04 13:30:59+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,"Veronum is set to redefine financial independence for those brave enough to invest early. Exchanges are on high alert, and listings will confirm massive growth.",54000,0,,
@WarbyMỹHuyền,2025-04-04 13:30:21+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,"This guy never misses with the content, Veronum is gonna be BIGGER than Doge and Shiba combined.",53962,0,,
@nguyenthi5kd9q,2025-04-04 13:30:15+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Investors are quietly positioning themselves in Veronum. The payoff will be epic.,53956,0,,
@TuấnTúMiddell,2025-04-04 13:30:08+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Get in now or regret forever. Veronum presale is your chance at greatness.,53949,0,,
@legiangtjw1j,2025-04-04 13:29:36+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,The FOMO wave coming to Veronum will break records.,53917,0,,
@RutTuệHảo,2025-04-04 13:29:34+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Early Veronum buyers: prepare to make history.,53915,0,,
@DươngNguyễnCôngVinh,2025-04-04 13:29:27+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,The difference between early Veronum investors and others? Lamborghinis versus regrets.,53908,0,,
@ThuMinhIvery,2025-04-04 13:29:24+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Veronum&#39;s integration with e-commerce platforms sets it apart. Coinbase might just notice!,53905,0,,
@timgonzalez9323,2025-04-04 13:06:38+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Shut your mouth.. what happened to Tommy Lee?,52539,0,,
@timgonzalez9323,2025-04-04 13:04:45+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Blah blah blah blah blah blah,52426,0,,
@Frankhu-j4o,2025-04-04 12:57:26+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,37,8,"To be successfully in life one must take risk, investing brings success that’s why the rich will never come out in public to tell you how they make their money",51987,1,,
@BlueskyAndrea-z3c,2025-04-04 12:58:02+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,"The world is gradually moving out of the I work for my boss era, and people who choose to be entrepreneurs are highly securing a brighter future for themselves..",52023,1,,
@patricia6164-j3x,2025-04-04 12:58:54+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,But I don&#39;t know why people remain poor due to ignorance,52075,1,,
@lindseyberrum716,2025-04-04 13:02:44+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,I sold most my positions during the dip at a loss and now those stocks are doing well. Most of my holdings are in cash of about $300k now. How do I stay invested and think long-term to help me ride out the market’s ups and downs.,52305,1,,
@LarkJohn9,2025-04-04 13:03:32+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,"Over the years, I&#39;ve been a part of numerous trading programs, sifting through a barrage of information. Yet, nothing has come close to the sheer clarity, depth, and precision of christen willburn  insights. It&#39;s akin to finding a diamond in a coal mine.",52353,1,,
@Garyl6812,2025-04-04 13:05:36+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,I really appreciate it Made 220K last year. Her good reputation already speaks for her,52477,1,,
@Frankhu-j4o,2025-04-04 13:08:44+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,"SHE&#39;&#39;S MOSTLY ON TELEGRAMS, USING THE USERNAME ...",52665,1,,
@Frankhu-j4o,2025-04-04 13:08:57+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,"@GRIGAT75 <a href=""UCkszU2WH9gy1mb0dV-11UJg/medal-yellow-first-red""></a><br>Please tell her that I reffed you 👍",52678,1,,
@JudgeMatty,2025-04-04 13:59:24+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,1,0,​@DorianepDesfrennes01pKarrie is a thief and will steal your money 😮,55705,0,,
@tommy9011,2025-04-04 12:25:45+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Charlie these aren’t the rates countries are charging us. Despite what trump is saying… <br><br>It’s a surplus difference.  Trump is a fcking moron and I regret voting for him,50086,0,,
@scrbiii,2025-04-04 12:25:15+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,I think some other countries have tarriffs that are more extreme...,50056,0,,
@DogCbone,2025-04-04 12:23:33+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,1,0,If this does not work the GOP party is dead.... GONE. He&#39;s being to aggressive. Destroyed us who are retired... I guess will need those jobs to go back to work.,49954,0,,
@think-about-it-777,2025-04-04 11:51:57+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,"You&#39;re not supposed to tell people this, you should freak people out, so they panic sell (and relieve them of their shares for cheap to sell back to them higher, later)",48058,0,,
@think-about-it-777,2025-04-04 11:42:22+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,He is trying to crash the market so he can &quot;buy low&quot; because he&#39;s always been resentful that his stocks weren&#39;t successful,47483,0,,
@bno646,2025-04-04 11:41:43+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,1,1,"me thinking everyday &#39;&#39;god if i was there i would have made so much money&#39;&#39; (talking for the covid crash, i was 18 back then) <br>watching this now i only think &#39;god thank you&#39;",47444,0,,
@EricCrawford777,2025-04-04 14:00:34+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,1,0,Get that money young man. GOD Bless You,55775,0,,
@elcocodriloazul,2025-04-04 11:09:57+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,3,0,"US beef is full of growth hormones. Its a big no no in the EU. Some of the vegetables are full of carcinogenic minerals which is another big no no in the EU. This is not a new thing. The EU has a food quality standard which even the Chinese need to follow when selling to the EU. Example Ireland sells quality beef which is grass fed. No growth hormones or any of that nonsense which is why its so expensive. I would not be surprised if they begin to be sold in the EU, they will have to be &quot;labelled&quot; in the package with using &quot;growth hormones&quot; etc so that you know what you buy.",45538,0,,
@AlexGraxie,2025-04-04 11:06:04+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,26,8,How can I make good profit as a beginner?,45305,1,,
@MehwishZordd,2025-04-04 11:06:58+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Finding someone truly skillful is hard. I&#39;m happy to see that a lot of people found Kathrine,45359,1,,
@ThanhVanngu,2025-04-04 11:07:45+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,"Time is very critical. Kathrine recommends buying during dips, holding strong assets and considering staking to earn while you invest",45406,1,,
@DougMcnealy,2025-04-04 11:08:41+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Finding someone truly skillful is hard. I&#39;m happy to see that a lot of people found Kathrine,45462,1,,
@Keith-f7d,2025-04-04 11:09:34+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Don&#39;t rush in rather seek expertise. Growing a port-folio is complex,45515,1,,
@AlexGraxie,2025-04-04 11:10:20+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,How can she be consulted,45561,1,,
@MehwishZordd,2025-04-04 11:11:05+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,"face<br>book",45606,1,,
@MehwishZordd,2025-04-04 11:11:17+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Kathrine Maja Heiberg,45618,1,,
@AlexGraxie,2025-04-04 11:11:45+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,thanks man,45646,1,,
@joshuaquilliam2887,2025-04-04 10:54:39+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,"Lot&#39;s of boomers at retirement age, many are going to be working another 5 years to make up it.",44620,0,,
@kermitTheFrog466,2025-04-04 10:49:01+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,We don’t buy USA food because you use chemicals and disgusting stuff . Your food is disgusting,44282,0,,
@ricksampson1549,2025-04-04 10:35:39+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,No tariffs for Russia ??? Do you think he is the big spoon or little spoon with Putin when they cuddle ?,43480,0,,
@gezin82,2025-04-04 10:29:35+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,1,0,Do the frisk and make poodles 🐩 of money but don&#39;t screw the pooch fill your pouch to avoid the big ouch,43116,0,,
@ThomasPerkinsWV,2025-04-04 09:46:44+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,I invested in American companies that make US based goods after Trump won the election. Anybody who invest abroad supports globalism and world government.,40545,0,,
@kimhansen1138,2025-04-04 09:11:30+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,"be carefull about all these wise youtubers they all say the same &quot;time in the market...&quot; blabla... I think it will get worse from here. stagflation etc.  growth wasn&#39;t too good before, so now...",38431,0,,
@JesusLeee-i9r,2025-04-04 09:11:12+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,8,0,"Used to think investors lose out amid crash, meanwhile some make profits. I also thought folks went out of business during the great depression, but some went into business. Bottom line, there&#39;s always depression for some while others amass wealth gains.",38413,0,,
@hoborock007,2025-04-04 08:40:09+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Making America Great Again 🇺🇲,36550,0,,
@hoborock007,2025-04-04 08:38:44+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,🇺🇲,36465,0,,
@ITSFRICKENADAM,2025-04-04 08:37:40+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,1,I scalped 10% today.,36401,0,,
@ITSFRICKENADAM,2025-04-06 00:04:04+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,@ say something intelligent. You have one opportunity.,178385,0,,
@edwardtan8307,2025-04-04 08:22:32+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Hope drop some more before I buy.,35493,0,,
@gaborcsemer8070,2025-04-04 08:21:45+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,"That’s not true what you saying, Europeans don’t hate Americans, just simple fact that Europe has own food supply. This is all politics. If you won’t believe that, visit Europe and see yourself.",35446,0,,
@davidfinney6855,2025-04-04 08:17:03+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Lutnick is a dumb person and should not be in charge of a banana stand,35164,0,,
@Joram0611,2025-04-04 07:57:34+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,"The &quot;TLDR&quot; of these tariffs is that it&#39;s a huge wakeup call for EU, China and other big trade partners. The US on average has always had low tariffs, even if the international trade deals were more in their favor. Trump&#39;s administration is leaving out some numbers and details in the overview, but in the end it really does force others to make a move.<br><br>No one benefits from a trade war, especially consumers and their buying power. I bet it&#39;ll take one, maybe two months of negotiations and market disruptions before things will cool down a bit, but a trade war (even more so during 2 wars) is a losing bet for everyone imho.",33995,0,,
@Sqean1,2025-04-04 07:35:16+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Take this info with a grain of salt people. A very tiny one. And take Tom Lee with a grain of pepper. Even smaller one,32657,0,,
@onufriienko,2025-04-04 07:26:53+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Thanks ❤,32154,0,,
@SDADanCars,2025-04-04 07:26:22+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,1,0,Thanks 🙏,32123,0,,
@Sharkdog11b,2025-04-04 06:50:08+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Half is more than fare we should be matching then. 90 percent tariff ok 90 percent back. Watch how fast they lower their tariffs,29949,0,,
@Sharkdog11b,2025-04-04 06:49:13+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Actually The worlds worst tariffs are the tariffs  other country’s have put on the United States. Not the other way around. By the end of trumps term yall will be beyond grateful we had him as president this go around and we won’t be bankrupt and sold to another country. It’s literally basic grade school economics. He’s doing what NEEDS to be done or we’re screwed. Simple as that.,29894,0,,
@danielgale607,2025-04-04 06:47:52+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,1,Beef gender neutral. Still 50%of us woke talking about gender .,29813,0,,
@Leo9ine,2025-04-04 13:35:46+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Your entire worldview is a blender of buzzwords huh,54287,0,,
@JBulsa,2025-04-04 06:35:50+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,1,0,This dip will keep on dipping 😮,29091,0,,
@freddyhollingsworth5945,2025-04-04 06:11:25+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,1,0,"Soon-03/09/09 sell off correction will fall to<br>DJI 7,365<br>S&amp;P 756<br>IXIC 1,431<br>Russell 389<br>NYA 4,284<br><br>Than a rapid V-Shaped recovery by early summer and yes Trump will roll back on some tariffs and some countries will lower their tariffs on us.",27626,0,,
@d21storm,2025-04-04 06:04:46+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Why are you yelling? You are aware that you&#39;re holding a microphone that amplifies your voice?,27227,0,,
@kprice8131,2025-04-04 06:01:56+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,What is the obsession with tom Lee? The guy is wrong so often and his funds that he runs are unimpressive.,27057,0,,
@omargonzalezztt,2025-04-04 05:54:28+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,317,9,"I reached $138k today. Thank you for all the knowledge and insights you&#39;ve shared with me over the past few months. I began this journey in October 2024. Financial education is essential for over 70% of the population, as only a few are truly literate in this area.<br>Thanks so much Mrs Kristen Elizabeth Meahl.",26609,0,,
@meilin57108,2025-04-04 06:00:30+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,"I&#39;m surprised that you just mentioned and recommended Kristen Elizabeth Meahl, I met her at a conference in 2018 and we have been working together ever since.",26971,0,,
@Ryandavis.,2025-04-04 06:07:07+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,"The very first time we tried, we invested $2000 and after a week, we received $9500. That really helped us a lot to pay up our bills.",27368,0,,
@zoekimtt,2025-04-04 06:11:51+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,You trade with Kristen Elizabeth Meahl too? Wow that woman has been a blessing to me and my family.,27652,0,,
@jenniferadams-l3h,2025-04-04 06:17:14+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,"I&#39;m new at this, please how can I reach her?",27975,0,,
@omargonzalezztt,2025-04-04 06:33:25+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,"she&#39;s mostly on Instagrams, using the user name",28946,0,,
@omargonzalezztt,2025-04-04 06:33:53+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,@Fxmeahl  ..that&#39;s it  .,28974,0,,
@omargonzalezztt,2025-04-04 06:34:06+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Please tell her that I reffed you 👍<br>She’ll guide you💯,28987,0,,
@aishamohammed4952,2025-04-04 06:47:18+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Her good reputation already speaks for her $ 110k last month,29779,0,,
@fernandorpssi,2025-04-04 06:52:08+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,"Greetings, I’ve seen positive reviews of this woman Kristen Elizabeth Meahl for about the fourth time now, I think I’ll have to give it a try.",30069,0,,
@Chizanator07,2025-04-04 05:49:20+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,When was the last time you bought apple under a 100,26301,0,,
@1krani,2025-04-04 05:44:16+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,All I hope is that markets keep being fearful throughout next week so I can get more for less.,25997,0,,
@aiRxShop,2025-04-04 05:42:25+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,All of these strategies “losing access to America because of tariffs is bs. AMERICANS IMPORTING pay tariffs. Which will get passed down to us as consumers.,25886,0,,
@AlenFetic84,2025-04-04 05:37:28+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Great video. Legend. I am buying and when it dips I will keep buying.,25589,0,,
@xpous,2025-04-04 05:36:56+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,"Why can’t you just say it clear what you mean that people will make a lot of money in this year, if this was already something that was coming, shouldn’t have been a surprise, the tariff war I mean. Be clear on how people will make a lot of money in a downfall economy",25557,0,,
@denverskywatch777,2025-04-04 05:32:54+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,4,1,You are wrong. Vietnam does not charge us anywhere near that number. They used some crazy formula not in academic literature.,25315,0,,
@JohnSmith-yc4ds,2025-04-07 13:10:18+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,I’m not doubting you at all but how are you able to verify that? I wanted to double check the other numbers but seeing mixed things online.,311959,0,,
@JCJourney,2025-04-04 05:08:01+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,1,0,"DCA  every month.   double down when 10% correction,  triple down when 20% correction.",23822,0,,
@mitchgreen4994,2025-04-04 05:06:12+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,we hold all the cards ✌️,23713,0,,
@edwinbab3205,2025-04-04 05:02:09+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,What happened tom lees milionaires,23470,0,,
@Mrswiggzz,2025-04-04 04:57:30+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,Thank you for pointing out the real reason why other countries donot buy our meat.  The US ruins food with chemicals....,23191,0,,
@kurtwendler2067,2025-04-04 04:57:06+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,1,0,How do I get your newsletters??,23167,0,,
@luap4981,2025-04-04 04:48:55+00:00,8jGKQ75VM2Y,2025-04-03 22:30:59+00:00,0,0,I like what you’re puttin out,22676,0,,
