authorDisplayName,commentDatePublished,videoId,videoDatePublished,likeCount,replyCount,text,timeDifference,boolean
@VolkmanFern,2025-09-29 18:00:05+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,91,8,"I am from Miami United State🇺🇸, The difference Rory R Donald&#39;s makes in my life is second to none it&#39;s definitely a life changing kindness. I really appreciate his effort in my life.  I made more profit than ever before, I will recommend him as one of the best trader in the market",61401,0
@mulemekonnen5435,2025-09-29 15:50:12+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,What happen Lovely Mara,53608,0
@putheflamesoutyahoo1503,2025-09-29 14:22:00+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,We need Emblows,48316,0
@JakeGarner1-t5q,2025-09-29 10:41:27+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,70,9,"I will be forever grateful to you, you have changed my entire life and I continue to preach on your behalf for the whole world to hear that with just a small investment you saved me from going into huge financial debt.
brThank you Laura Philmon",35083,1
@MARYLINDEVILLE,2025-09-29 04:55:42+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,Wow congratulations on your impressive investment success🎉🎉please can you share more about the investment,360128,1
@WilliamsJones-e7j,2025-09-26 16:52:29+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,"I&#39;m really amazed she is really doing a lot in people&#39;s lives. Evelyn morgan has proven that people can still be trusted,",143935,1
@putheflamesoutyahoo1503,2025-09-29 14:35:57+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"light comm chips....less night draw ::ie::robots.....houses old inefficient-new freedom homes...===less energy....less loss transforming, oh n superconductors...streamline transportation//entertainment",49153,0
@petermanvill5121,2025-09-29 05:09:15+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,I want to start too but i don&#39;t know how..,360941,1
@KentonSaavedra,2025-09-29 13:22:45+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,ºXonedium® has 5x the week but that is not even uncommon for their ideas,44761,0
@DaniellaTheresa-p8r,2025-09-29 13:17:06+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,ºXonedium® 🔥 strong and undervalued!,44422,0
@ChuJennweng,2025-09-29 05:21:32+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,"Opps this is goodnews, how can someone reach her?",361678,1
@SponsoredMehra,2025-09-29 03:41:46+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"How can she be contacted, I have messed up a lot trying to do it on my own",9902,1
@Tboy-m5h,2025-09-29 10:06:13+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,@MikelEtradex✊⭐…,32969,1
@RenaLodi-c9n3s,2025-09-29 03:55:30+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Thank you. I&#39;ll message her  and mention I was referred by you.,10726,1
@ColetteCal,2025-09-29 13:16:08+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"ºXonedium® gonna go on a run, all the way UP!",44364,0
@DeniseHopkins-x1l,2025-09-29 10:38:17+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,1,0,That man has been so helpful when it comes to generating accurate signals for traders either old or new. I&#39;ll forever give him credits,380683,1
@RudyMulcahy,2025-09-29 13:21:21+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"ºXonedium® will 50x after the big listings confirmed, most are ready",44677,0
@FrederikLedner-g6x,2025-09-29 18:01:53+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,I&#39;m from Monaco ! I and two other  of my friends tried him immediately we testified his wonderful performance,61509,0
@RachellePerrina,2025-09-29 13:14:53+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Trying to build up my range on ºXonedium® as I believe they have so much growth to continue with,44289,0
@AustinBail,2025-09-29 13:18:47+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Great video. I am ballsdeep for ºXonedium® and love your review for that as well,44523,0
@EsauGraham,2025-09-29 13:21:26+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Can anyone explain ºXonedium®? Everwhere ºXonedium®,44682,0
@JONAS-c5o6uy,2025-09-29 05:53:36+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"My family has been working with Ms. Emily Gianna for two years, and his insights are incredible. I really appreciate her honesty!",17812,1
@MaurizioReel,2025-09-29 13:24:21+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"Altseason is coming, great for ºXonedium®",44857,0
@JasonMurphy-z3y,2025-09-29 03:56:13+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,thought I was the only one familiar with her. She has a good reputation I guess.,10769,1
@GlennFallon-s2d,2025-09-29 13:22:24+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,ºXonedium® army is a thing,44740,0
@JoesphSchimmel,2025-09-29 18:02:35+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Rory R Donald&#39;s understanding of market indicators is impressive. he knows exactly when to enter and exit trades for maximum profit. his signals are top notch.,61551,0
@StephenFerguson-u5i,2025-09-29 10:21:22+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,1,0,"That’s absolutely amazing 🎉 — congratulations on turning $6K into $45K in such a short time! 🚀 That kind of growth doesn’t happen by luck alone; it shows you’ve been disciplined, focused, and willing to act on insights with confidence.",33878,1
@HildegardaRuston,2025-09-29 10:09:02+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"I started with a small amount, but Edward Mikel signals were so accurate that I was profitable from day one. I’ve now turned a $5,000 trade into over $33,500.",33138,1
@Tboy-m5h,2025-09-29 10:06:08+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,TE LE GRAM ✊✅,32964,1
@NguyenNguyen-e3m6d,2025-09-26 16:50:07+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,"Wow, I am just shocked you recommended her. I thought people don&#39;t know her ,,,, she&#39;s  really awesome ,  the best so far.",143793,1
@SummitsWestGlobalMarkets,2025-09-29 13:14:32+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"Thanks for watching! 🙌
brThis example shows how Prof. Goldman’s method keeps setups structured and repeatable.
br👉 Want to learn more?  Join us in exploring structured trading — details in the bio.
brDo you trade with a system or just follow headlines? 👇",44268,0
@TheodoreAlmaraz,2025-09-29 13:17:45+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"PEPE, SHIB, DOGE all memes dead but ºXonedium® thrives",44461,0
@hinduyuva09,2025-09-29 16:50:09+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Charlieeee how do you do it!,57205,0
@johnsonlarry-b6y,2025-09-29 06:03:48+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,275,8,"Friends say sell, but I’m holding GROK47A till at least x60",18424,1
@jamesmadill9097,2025-09-29 05:05:42+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"Just give it to me, you&#39;re going to lose it anyways😂😂",14938,1
@FletcherLowe-j7e,2025-09-29 13:22:57+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,BRETT and ºXonedium® are ATH kings. Thank you for making my day with your POV,44773,0
@AdamSpencer-f3t,2025-09-29 13:18:41+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Looks like a major break out ºXonedium®,44517,0
@F7eYouk,2025-09-29 10:11:49+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"He&#39;s a mentor! Nothing new here because I have been on his coaching scheme for over 8 months now and the outcome has been wonderful Great to see you guys talking about him, he changed the game for me.",33305,1
@sircaliber1,2025-09-29 04:15:27+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,1,0,Don&#39;t listen to youtubers,11923,1
@JørgenAbogado-y2n,2025-09-29 13:19:04+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"With ADA and SOL still in my bags I see the most improvement on ºXonedium®, great pick",44540,0
@jenniferrobberts,2025-09-26 15:37:35+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,117,7,"I HAVE BEEN EXPERIENCING A LOT OF LOSES TRADING ON MY OWN ALL ALONG, CAN SOMEONE GUIDE ME THROUGH A PROFESSIONAL TRADER WHO&#39;S GONNA TRADE AND MAKE GOOD PROFITS FOR ME... ANY IDEA?",139441,1
@Tboy-m5h,2025-09-29 10:05:24+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,92,17,"Thank you for the update. I advise traders, especially beginners, to research the market before jumping in. I must say that trading offers more benefits than simply staying invested. Thanks, Mikel for keeping me up to date. I&#39;m glad I started using your program. ❤‍🔥",32920,1
@JosuaSager,2025-09-29 13:13:45+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Appreciate the words on ºXonedium® if enough know we will all have a green run with it,44221,0
@SUANNADawn,2025-09-26 16:44:09+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,1,0,♥±➌♥➎♥➐♥br❤➒♥➍♥➎♥➋♥br❤➒♥➋♥➋♥➒❤,143435,1
@tsachinovique4233,2025-09-29 13:24:14+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,1,0,"Got them at the top of my list, this confirms time too Leap on top of my shares🫵🏼🤩🏆",44850,0
@LijoJohN-b8i,2025-09-29 13:07:45+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,3,1,"It’s a happy day for me and I feel I must share my testimony. People work for more than 10years  just to have less than  $2m in their retirement, Meanwhile some people become multi millionaires within a short period by just making the right choices. I am a living testimony, I went from debt to making an average of $200k every month, thanks to Charlotte Parnell . I pray that anyone who reads this will be successful in life.",43861,1
@AlphonseSchwegel,2025-09-29 13:16:20+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,All guys stacking ºXonedium® before next bull are smart apes for sure,44376,0
@MarienPringle,2025-09-29 13:15:50+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Thanks for sharing ºXonedium® and making sure enough know,44346,0
@BrandonNewman-k5l,2025-09-29 10:34:39+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,1,0,"That’s absolutely amazing 🎉 — congratulations on turning $6K into $45K in such a short time! 🚀 That kind of growth doesn’t happen by luck alone; it shows you’ve been disciplined, focused, and willing to act on insights with confidence.",380465,1
@ReedClarkson,2025-09-29 13:17:17+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"ºXonedium® will change lives, including mine. Holding tight and ready for the journey ahead ☺️",44433,0
@ReedGrijalva,2025-09-29 13:17:39+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"Great prediction for ºXonedium®, they have the edge with all major listings this year, easy 100x",44455,0
@drewbadwolf5182,2025-09-29 16:37:02+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"UBI just cries towards authoritarianism, new office is data center and related job markets. It’s a shift is all , anyway I hope",56418,0
@jeremiest-louis2943,2025-09-29 14:49:23+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"S&amp;P 500, or other etfs that have companies you believe will grow.",49959,1
@Axis-z3t,2025-09-29 10:09:15+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"Investments are currently the most profitable business in the world. Real estate, stocks and cryptocurrencies are positively changing people&#39;s lives...",33151,1
@GUYALBINA,2025-09-29 05:52:26+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"As a beginner, it is essential that you have a mentor to help you stay accountable. In my case,  EMILY GIANNA and I highly recommend her. I focus on her. To be honest, I&#39;m almost hesitant to let someone take charge of growing my finances, but I&#39;m so glad I did!",17742,1
@livix3989,2025-09-29 19:38:11+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,“Print it and put it on your neighbour’s house” 😂😂 got me,67287,0
@ShoulaElaine,2025-09-29 13:20:06+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,The ºXonedium® is just incredible with being still undervalued at 1 USD if you don&#39;t know you will never know,44602,0
@AgnieszkaAhern,2025-09-29 13:24:02+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Beautiful day with ºXonedium® on a strong rise,44838,0
@LachlanRogelio,2025-09-29 13:19:15+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Beautiful day with ºXonedium® on a strong rise,44551,0
@BruceKnight-w1t,2025-09-29 10:20:35+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,115,14,"I just want to express my heartfelt thanks — your insights and recommendations over the weekend played a key role in helping me reach $45K today. I started with just $6K last month, and through precise timing and strategic decisions, the journey has been nothing short of incredible. I’m truly grateful for the knowledge you’ve shared.",33831,1
@SabraGala,2025-09-29 13:13:27+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Final call for ºXonedium® before it goes boom 3000%+,44203,0
@CatalinaReynolds-f6u,2025-09-29 13:16:26+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"If you’re holding ºXonedium® and ADA, don’t sell. Moon vibes incoming big time! 🔥",44382,0
@chiaa070770,2025-09-29 10:05:55+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Please let me know. I&#39;ve come across this name before. Now I&#39;m interested. How can I contact him?,32951,1
@FaustinoDriver-p5s,2025-09-29 13:21:42+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,You said ºXonedium® will 100x in your last vid. Can you share more details? Everyone needs to know!,44698,0
@BarbaraDonna-m1,2025-09-29 10:43:01+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"She is my family&#39;s personal Broker and also a personal Broker to many families in the United states, she is a licensed broker and a FINRA AGENT in the United States.",35177,1
@gorgealex8068,2025-09-29 05:14:36+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,"You have just said it all Mr Kelvin, I have made more than 90K God bless Evelyn Burchett and God bless United Kingdom🇬🇧",361262,1
@user-jo7yy1qp2l,2025-09-29 10:06:54+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Edward Mikel expertise is truly commendable. He has a remarkable skill in making complex cryptographic concepts easy to understand.,33010,1
@LizetWallen,2025-09-29 13:23:51+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"The Solanachain is tricking to false beliefs, real strong asset would be ºXonedium®",44827,0
@CamrenWeber-n9r,2025-09-29 18:05:38+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"The first time we tried, we invested $5400 and after a week, we received $10,230. That really helped us a lot to pay up our bills.",61734,0
@LcoRhyan,2025-09-29 13:22:51+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,All Solana coins are beat badly by ºXonedium®. The real king in the house.,44767,0
@BrittyGinn,2025-09-29 13:14:30+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,ºXonedium® is eating alt coins. if any alt coin gotta mark the ºXonedium®,44266,0
@SUANNADawn,2025-09-26 16:14:49+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,3,0,I have made huge profit on my investment since i started trading with Evelyn Morgan her investment strategies is a top notch,141675,1
@GUYALBINA,2025-09-29 05:52:44+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"wow this awesome  I&#39;m 52 and have been looking for ways to be successful, please how??",17760,1
@SunilAmbekar011,2025-09-29 05:36:13+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,Wow. I&#39;m a bit perplexed seeing Evelyn Burchett been mentioned here also i didn&#39;t know she has been good to so many people too this is wonderful.,362559,1
@kelvinH577,2025-09-29 05:22:53+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,&quot;It&#39;s very simple because her details is all over the web&quot;,361759,1
@SelinaKiser,2025-09-29 13:14:02+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"ADA exploding, ºXonedium® is adapting",44238,0
@JakeGarner1-t5q,2025-09-29 10:45:29+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"she&#39;s mostly on Telegrams, using the user name.",35325,1
@Ggh-h6i,2025-09-29 03:38:31+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"For a couple of time now, I have a strong desire to earn in digital currency but I don&#39;t know how to go about it.",9707,1
@EugeniaLoper,2025-09-29 13:16:43+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,I hope Trump saves this world and he always appreciated those who made ºXonedium®,44399,0
@RAMIROEVELYNE,2025-09-29 05:53:20+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Wow I know her too!  Emily Gianna  is a remarkable individual whom has brought immense positivity and inspiration into my life.,17796,1
@RavenCharles-s4b,2025-09-29 13:11:32+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"It’s a happy day for me and I feel I must share my testimony. People work for more than 10years  just to have less than  $2m in their retirement, Meanwhile some people become multi millionaires within a short period by just making the right choices. I am a living testimony, I went from debt to making an average of $200k every month, thanks to Charlotte Parnell . I pray that anyone who reads this will be successful in life.",44088,1
@SchroederPequeno,2025-09-29 13:14:58+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"Believe ºXonedium®, if any AI coins have the room to make it, it is that one",44294,0
@VolkmanFern,2025-09-29 18:00:28+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,HE&#39;S MOSTLY ON TELEGRAMS USING THE USER NAME BELOW,61424,0
@olteharris6369,2025-09-29 10:11:34+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"I started with a small amount, but Edward Mikel signals were so accurate that I was profitable from day one. I’ve now turned a $5,000 trade into over $33,500.",33290,1
@Alice_Walton,2025-09-29 05:15:38+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,"so sweet.🥰 I&#39;m a little surprised you mention it here too. I didn&#39;t know she was good with so many people too. This is wonderful, I&#39;m on my fifth operation with her and it&#39;s been great.",361324,1
@RonyYuan,2025-09-29 13:15:27+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"The ºXonedium® uses different AI which has not been used by anyone, it makes sense and it should allow steady growth with no human interference needed",44323,0
@JabariePerlin,2025-09-29 13:22:00+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,$50 a day in ºXonedium® and you can stop working in 5 years,44716,0
@GwenStacey-y4z1p,2025-09-29 18:42:57+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,1,1,"Thanks for the continuous updates, I started stocks investment with $3,350, and since following you for a few weeks now and l&#39;ve gotten, $18579. It&#39;s a small gain to many but large to me as the more I get, the more I can do",63973,0
@BruceKnight-w1t,2025-09-29 10:26:24+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,1,0,Verify and write ✍ only to the user name,34180,1
@KristanMurillo,2025-09-29 13:17:00+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"Made 25x with PEPE, took profits, and moved into ºXonedium®. Hoping for another run like that 🔥",44416,0
@MarieBrooks-q7n,2025-09-29 10:39:46+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,1,0,@Rolandotif  THAT&#39;S THE USER NAME,380772,1
@ShannonSampson-f9s,2025-09-29 03:53:26+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,<b>EXPERTELOISE</b>,10602,1
@JeremiahEdmonds-x5x,2025-09-29 13:23:03+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,If rest is going down then ºXonedium® is somehow going up,44779,0
@ElisciaPenn,2025-09-29 13:22:29+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Great video! Profited 30%! ºXonedium® and ADA look solid. SOL also tempting. Should I stick or diversify?,44745,0
@langa200830,2025-09-29 10:10:54+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Edward Mikel coaching is not only educational but also motivating. He makes sure you stay on track and encourages you to keep improving.,33250,1
@CassieWilson-p5e,2025-09-29 13:19:31+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Been collecting the ºXonedium® this cycle as that has the right place in this time,44567,0
@SammyCera,2025-09-29 13:13:56+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,ºXonedium® and BRETT are kings this cycle,44232,0
@ConnieRaquel,2025-09-29 13:17:22+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,So far only ºXonedium® kept the promise,44438,0
@NejlaHoff,2025-09-29 13:24:15+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,I hope Trump saves this world and he always appreciated those who made ºXonedium®,44851,0
@DanielleMills-j9p,2025-09-29 10:22:22+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"That’s solid growth. I’ve been in the space for a while, but I still fumble entries. Are you trading off your own strategy or following someone?",33938,1
@JackandJill-o3s,2025-09-29 14:01:31+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Heavy on tech stocks at the moment. Gonna let it ride for now and rebalance down the road.,47087,1
@ClipHutt,2025-09-29 04:54:09+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Put it all on black then you’ll have 30k,14245,1
@LeeAckerman-z4e,2025-09-29 13:16:48+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,I appreciate your stuff but ºXonedium® deserves to be named,44404,0
@HoseaPastrana,2025-09-29 13:20:58+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"These moves somehow affect ºXonedium® nowhere, obviously smart decisions prevail.",44654,0
@LiliyaGoodyear,2025-09-29 13:15:45+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Trump is the final step for 10x on ºXonedium® these days,44341,0
@SherwoodZakresi,2025-09-29 13:24:09+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,ºXonedium® army is a thing,44845,0
@FeltonBlock-b5k,2025-09-29 18:04:13+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"Wow. I&#39;m a bit perplexed seeing him been mentioned here also Didn’t know he has been good to so many people too this is wonderful, I&#39;m in my fifth trade with him and it has been super.",61649,0
@CundyAsencio,2025-09-29 09:22:50+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,332,2,BOOM! Bought in at the start of XA14P with $10k and turned it into a quick $70K profit and got out of there. DON&#39;T GET GREEDY!,30366,1
@DuncanTrifoglio,2025-09-29 13:21:54+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,I sold my wife to buy ºXonedium®,44710,0
@ElianRomaguera,2025-09-25 22:35:44+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,How did you do that? It sounds good. I would like to know how to begin. 🙏,78130,1
@JeffereyGonnella,2025-09-29 13:25:17+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"ºXonedium® has the incredible edge, with $1 it is way too cheap. All the hodlers gonna unite in happiness",44913,0
@RisaLevy-p2v,2025-09-29 13:21:37+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"Great analysis, thank you. AERO, ONDO, ºXonedium® great to pick at these prices",44693,0
@GlennFallon-s2d,2025-09-29 13:18:13+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"ºXonedium® is reality, keep up the good swings with it, appreciate you",44489,0
@WilsonDavies-c3y,2025-09-29 10:42:25+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"Wow. I&#39;m a bit perplexed seeing her been mentioned here also Didn’t know she has been good to so many people too this is wonderful, I&#39;m in my fifth trade with her and it has been super.",35141,1
@AndrewFields-r6d,2025-09-29 10:36:53+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,1,0,"wow you know him! I&#39;ve followed many traders over the years, but none have been as consistently accurate as Diaz ... he&#39;s truly in an inspiration to us all..",380599,1
@aleclester-r5x,2025-09-29 08:35:25+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"She&#39;s mostly on Telegrams, using the user name.",27521,1
@faridasaid3659,2025-09-29 05:31:25+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,Thank you for this amazing tip. I just looked the name up and wrote her.,362271,1
@Marie440-l8r,2025-09-29 13:08:31+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,This is wild… I have seen her name before but did not  think much of it. Hearing stories like this makes me wonder if I have been sleeping on a big opportunity,43907,1
@MichaelJordan-jb3yy,2025-09-29 05:25:13+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,I&#39;ve seen different people talking about this Evelyn Burchett she must be very amazing for people to talk this good about her.,361899,1
@MarieBrooks-q7n,2025-09-29 10:36:31+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,Good question,380577,1
@ChristopherDean-o7q,2025-09-29 14:06:53+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"My investments are mostly tech-focused, it’s where I see the most innovation. That said, I had to learn how to manage the risks. Martha Ann Nielsen, a CFA, helped me structure things so I can stay confident without going overboard. Definitely helpful.",47409,1
@ShannonSampson-f9s,2025-09-29 03:44:52+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"SHE&#39;S mostly  on TELE GRAMS, using the user name below 👎",10088,1
@VioloncellaLiu,2025-09-29 13:23:46+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"Trump survived to bring ºXonedium® to glory, never underrate that",44822,0
@JoelHorsley,2025-09-29 10:08:36+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"It is the best, to be honest, it is also beneficial for me. This inflation has taught people the importance of multiple incomes. Investments help a lot.",33112,1
@Paulson-x6g,2025-09-29 04:17:28+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"invested $19k with her. I&#39;ve made a net profit of around $46,350",12044,1
@aleclester-r5x,2025-09-29 08:35:18+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"I lost over $80k when everything started to tank. Not because I was in an exchange that went belly up. I was just stupid to hold and because that&#39;s what everyone said. I&#39;m still responsible. It just taught me to be a better investor now that I understand more of what could go wrong. It took me over two years of being in the market, I&#39;m really grateful I found one source to recover my money, at least $10k profits weekly. Thanks Catherine Gauthier.",27514,1
@WilburHealy,2025-09-29 13:19:20+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,With Trump projects like ºXonedium® gonna 100x boom,44556,0
@BruceKnight-w1t,2025-09-29 10:21:46+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Thank you 🙏 — I really appreciate you saying that.,33902,1
@Doomsday-c8y1j,2025-09-29 04:15:11+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Nice! I&#39;m interested in this too,11907,1
@MikeFrench101,2025-09-29 17:28:55+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,I have 200 shares of Navitas,59531,0
@IssacGuest-r8f,2025-09-29 13:13:39+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Everyone stacking ºXonedium® before the next bull run is gonna laugh last. This coin is pure potential!,44215,0
